大众 朗行 2013款 1.6L 自动舒适型, 2014年,2.7万公里, 到店服务, 6.28万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,7.7万公里, 到店服务, 5.91万大众 宝来 2015款 质惠版 1.6L 自动舒适型, 2016年,4.0万公里, 到店服务, 6.49万大众 宝来 2011款 1.4T 手动舒适型, 2011年,9.2万公里, 到店服务, 3.26万日产 轩逸 2012款 1.6XL CVT豪华版, 2013年,9.8万公里, 到店服务, 5.64万哈弗H1 2016款 改款 蓝标 1.5L 手动舒适型, 2016年,3.8万公里, 到店服务, 3.52万别克 君威 2014款 2.0L 精英时尚型, 2015年,5.1万公里, 到店服务, 7.56万菲亚特 菲翔 2017款 1.4T 自动悦享版, 2018年,0.8万公里, 到店服务, 5.75万别克GL8 2014款 2.4L 经典版, 2016年,8.1万公里, 到店服务, 9.10万丰田 YARiS L 致炫 2019款 1.5E CVT魅动版 国VI, 2019年,0.6万公里, 到店服务, 6.87万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,6.9万公里, 到店服务, 6.57万本田 缤智 2015款 1.8L CVT两驱豪华型, 2015年,7.7万公里, 到店服务, 9.40万大众 途观 2016款 300TSI 自动两驱风尚版, 2016年,8.0万公里, 到店服务, 11.91万大众 朗行 2013款 1.6L 自动舒适型, 2015年,3.8万公里, 到店服务, 6.47万起亚 智跑 2015款 2.0L 自动两驱版DLX, 2015年,6.3万公里, 到店服务, 7.91万别克 昂科威 2014款 28T 四驱豪华型, 2015年,5.6万公里, 到店服务, 12.63万中华H330 2013款 1.5L 自动豪华型, 2014年,6.6万公里, 到店服务, 2.96万宝马3系 2016款 316Li 时尚型, 2016年,5.8万公里, 到店服务, 17.10万荣威550 2014款 550S 1.8L 自动智选版, 2015年,3.4万公里, 到店服务, 4.56万日产 阳光 2015款 1.5XE CVT大师版, 2016年,4.7万公里, 到店服务, 5.12万本田 锋范经典 2008款 1.5L 自动精英版, 2011年,10.0万公里, 到店服务, 4.24万现代 朗动 2012款 1.6L 自动领先型, 2013年,7.2万公里, 到店服务, 5.10万别克 昂科拉 2014款 1.4T 自动两驱都市精英型, 2014年,4.0万公里, 到店服务, 6.10万大众 朗行 2013款 1.4TSI 自动舒适型, 2015年,9.8万公里, 到店服务, 6.78万现代 全新胜达 2013款 2.4L 自动两驱智能型, 2015年,7.7万公里, 到店服务, 9.66万现代 途胜 2013款 2.0L 自动两驱舒适型, 2016年,3.7万公里, 到店服务, 6.77万福特 翼搏 2013款 1.5L 自动风尚型, 2015年,4.8万公里, 到店服务, 5.19万日产 天籁 2013款 2.0L XL舒适版, 2013年,8.1万公里, 到店服务, 8.54万福特 福克斯 2017款 两厢 1.6L 自动舒适型智行版, 2017年,9.4万公里, 到店服务, 6.03万现代 途胜 2015款 1.6T 双离合两驱智能型, 2016年,5.6万公里, 到店服务, 9.63万本田 雅阁 2014款 2.0L LX 舒适版, 2014年,3.4万公里, 到店服务, 10.59万本田CR-V 2012款 2.0L 四驱经典版, 2012年,13.6万公里, 到店服务, 8.99万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2017年,6.2万公里, 到店服务, 7.37万大众 速腾 2014款 1.4TSI 自动豪华型, 2014年,8.5万公里, 到店服务, 7.43万长安CS75 2014款 1.8T 自动精英型 国IV, 2015年,6.5万公里, 到店服务, 6.40万哈弗H6 2015款 运动版 1.5T 自动两驱豪华型, 2016年,6.3万公里, 到店服务, 5.81万大众 凌渡 2015款 230TSI 手动风尚版, 2016年,7.6万公里, 到店服务, 7.43万大众 速腾 2014款 1.4TSI 自动豪华型, 2014年,9.0万公里, 到店服务, 6.83万起亚K2 2012款 两厢 1.4L AT 炫酷纪念版, 2013年,4.8万公里, 到店服务, 4.36万马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V, 2018年,4.5万公里, 到店服务, 8.73万大众 朗行 2013款 1.6L 自动舒适型, 2014年,2.7万公里, 到店服务, 6.28万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,7.7万公里, 到店服务, 5.91万
日产 轩逸 2016款 1.6XL CVT豪华版, 2017年,4.3万公里, 到店服务, 8.26万
本田 缤智 2016款 1.8L CVT两驱先锋型, 2016年,5.1万公里, 到店服务, 10.70万
福特 福睿斯 2015款 1.5L 手动时尚型, 2016年,5.4万公里, 到店服务, 4.64万
本田 雅阁 2016款 2.0L 舒适版, 2016年,2.7万公里, 到店服务, 12.52万
本田 飞度 2016款 1.5L LXS CVT舒适天窗版, 2017年,4.3万公里, 到店服务, 6.98万
大众POLO 2013款 1.6L 自动舒适版, 2013年,4.6万公里, 到店服务, 4.84万
哈弗H6 2011款 2.0L 手动两驱精英型, 2012年,9.9万公里, 到店服务, 3.27万
大众 帕萨特 2014款 1.8TSI DSG御尊导航版, 2014年,12.8万公里, 到店服务, 9.97万
凯迪拉克XTS 2016款 28T 精英型, 2018年,3.0万公里, 到店服务, 17.30万
Jeep 指南者 2014款 改款 2.4L 四驱舒适版(进口), 2016年,7.0万公里, 到店服务, 11.16万
丰田 卡罗拉 2014款 1.6L CVT GL-i真皮版, 2015年,10.9万公里, 到店服务, 7.44万
马自达6 2011款 2.0L 自动时尚型, 2010年,16.3万公里, 到店服务, 5.12万
福特 福克斯 2015款 三厢 1.6L 自动舒适型, 2016年,5.3万公里, 到店服务, 6.98万
别克 英朗 2012款 XT 1.6L 自动舒适版, 2013年,5.8万公里, 到店服务, 4.92万
大众 途观 2013款 2.0TSI 自动四驱豪华版, 2014年,6.0万公里, 到店服务, 12.83万
福特 福睿斯 2015款 1.5L 自动时尚型, 2016年,8.7万公里, 到店服务, 5.81万
宝马3系 2010款 318i 领先型, 2010年,10.9万公里, 到店服务, 7.35万
别克GL8 2014款 2.4L 经典版, 2014年,13.9万公里, 到店服务, 8.37万
现代ix35 2012款 2.0L 自动两驱精英版GLS, 2013年,8.4万公里, 到店服务, 6.78万
宝马X3 2014款 xDrive20i X设计套装(进口), 2017年,4.8万公里, 到店服务, 27.41万
奥迪A4L 2013款 35 TFSI 自动标准型, 2013年,17.4万公里, 到店服务, 13.54万
福特 福克斯 2015款 三厢 1.6L 自动舒适型, 2016年,6.4万公里, 到店服务, 6.51万
大众POLO 2016款 1.4L 自动风尚型, 2017年,3.2万公里, 到店服务, 6.88万
起亚K3 2016款 1.6L 自动GL, 2018年,4.7万公里, 到店服务, 6.21万
日产 蓝鸟 2016款 1.6L CVT智酷版, 2018年,1.2万公里, 店内直卖, 8.72万
雪铁龙C3-XR 2015款 1.6THP 自动智能型, 2015年,5.6万公里, 店内直卖, 6.29万
金杯 海狮X30L 2018款 1.5L财富版DLCG14, 2019年,1.2万公里, 到店服务, 3.68万
现代ix25 2015款 1.6L 自动两驱智能型GLS, 2015年,6.9万公里, 到店服务, 6.28万
斯柯达 明锐 2015款 1.6L 自动逸杰版, 2014年,7.9万公里, 到店服务, 5.17万
大众 朗逸 2013款 1.4TSI DSG舒适版, 2013年,8.4万公里, 到店服务, 4.82万
雪铁龙 爱丽舍 2017款 1.6L 手动时尚型, 2018年,1.6万公里, 到店服务, 4.75万
哈弗M6 2017款 1.5T 手动两驱精英型, 2018年,1.1万公里, 到店服务, 5.82万
哈弗H1 2015款 1.5L 手动豪华型, 2015年,5.9万公里, 到店服务, 3.36万
福特 翼虎 2013款 2.0L GTDi 四驱运动型, 2014年,6.1万公里, 店内直卖, 9.44万
MG 锐行 2016款 1.5L 自动超值豪华版, 2018年,4.2万公里, 店内直卖, 4.75万
斯柯达 晶锐 2012款 1.4L 手动晶致版, 2013年,4.6万公里, 到店服务, 2.66万
荣威550 2012款 550S 1.8L 自动启臻版, 2013年,4.0万公里, 到店服务, 3.72万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,11.5万公里, 到店服务, 5.58万
现代 瑞纳 2014款 1.4L 手动智能型GLS, 2016年,2, , 3.69万
长安 睿骋CC 2018款 1.5T 自动尊雅型 国V, 2018年,2.4万公里, 店内直卖, 8.17万
吉利 远景S1 2018款 1.4T CVT锋享型, 2018年,3.0万公里, 到店服务, 5.99万
奇瑞 艾瑞泽7 2015款 1.6L CVT致尚版, 2016年,3.7万公里, 店内直卖, 4.26万
宝马5系 2013款 520i 典雅型(进口), 2012年,11.2万公里, 到店服务, 17.05万
丰田 雷凌 2017款 改款 185T CVT精英版 国V, 2018年,3.1万公里, 到店服务, 9.84万
MINI 2016款 2.0T COOPER S 先锋派, 2017年,1.1万公里, 店内直卖, 19.68万
大众 宝来 2014款 1.6L 手动舒适型, 2014年,4.2万公里, 到店服务, 5.25万
奥迪Q5 2016款 40 TFSI 技术型, 2016年,7.9万公里, 到店服务, 20.73万
宝马X1 2014款 sDrive18i 领先型, 2015年,5.5万公里, 店内直卖, 13.73万
本田 雅阁 2016款 2.4L 豪华版, 2016年,7.0万公里, 店内直卖, 14.44万
雪佛兰 迈锐宝XL 2019款 535T CVT锐联版, 2019年,0.4万公里, 店内直卖, 12.24万
别克 昂科拉 2015款 1.4T 自动两驱都市精英型, 2015年,6.3万公里, 店内直卖, 6.30万
本田 享域 2019款 180TURBO CVT乐享版 国VI, 2019年,0.8万公里, 到店服务, 9.92万
大众 朗逸 2018款 1.5L 自动舒适版 国V, 2019年,1.7万公里, 店内直卖, 10.91万
大众 朗行 2015款 1.6L 自动风尚版, 2016年,1.9万公里, 到店服务, 6.51万
福特 翼搏 2013款 1.5L 自动尊贵型, 2013年,7.5万公里, 到店服务, 4.91万
现代 瑞纳 2016款 1.4L 自动智能型GLS, 2017年,2.7万公里, 到店服务, 5.25万
双龙 蒂维拉 2015款 1.6L 自动两驱致酷版, 2015年,3.4万公里, 到店服务, 5.91万
大众 高尔夫 2011款 1.4TSI 自动舒适型, 2011年,15, , 5.58万
大众 高尔夫 2014款 1.6L 自动舒适型, 2014年,6.3万公里, 到店服务, 6.87万
大众POLO 2013款 1.4L 手动风尚版, 2014年,6.1万公里, 店内直卖, 3.67万
大众 凌渡 2017款 280TSI DSG舒适版, 2017年,4.2万公里, 到店服务, 11.70万
福特 嘉年华 2013款 两厢 1.5L 自动时尚型, 2013年,6.9万公里, 到店服务, 4.00万
吉利 博越 2018款 1.8TD 自动两驱智联型4G互联版, 2018年,1.9万公里, 到店服务, 8.97万
大众 途观L 2017款 330TSI 自动两驱豪华版, 2017年,5.1万公里, 店内直卖, 16.83万
本田 飞度 2008款 1.5L 自动豪华版, 2010年,9.6万公里, 到店服务, 4.19万
别克 英朗 2013款 GT 1.6L 自动时尚版, 2013年,6.5万公里, 到店服务, 4.47万
本田 思域 2009款 1.8L 自动豪华版, 2010年,13.3万公里, 到店服务, 4.43万
日产 阳光 2011款 1.5XE CVT舒适版, 2011年,10.4万公里, 到店服务, 3.02万
现代 朗动 2012款 1.6L 手动领先型, 2013年,7.3万公里, 到店服务, 4.28万
现代 名图 2016款 1.8L 自动智能型GLS, 2017年,2.4万公里, 到店服务, 8.28万
大众 途观 2016款 300TSI 自动两驱豪华版, 2016年,10.6万公里, 到店服务, 12.84万
奇瑞 瑞虎3 2016款 1.6L CVT风尚版, 2018年,4.0万公里, 到店服务, 5.80万
大众 捷达 2013款 1.6L 手动时尚型, 2015年,6.7万公里, 到店服务, 4.19万
别克 英朗 2013款 GT 1.6L 自动时尚版, 2014年,9.3万公里, 到店服务, 5.30万
福特 翼虎 2013款 1.6L GTDi 四驱精英型, 2013年,10.2万公里, 到店服务, 7.99万
别克 君威 2014款 2.0L 领先时尚型, 2014年,4.1万公里, 到店服务, 8.19万
荣威550 2012款 550 1.8L 自动超值版, 2012年,5.1万公里, 到店服务, 3.54万
别克 威朗 2016款 两厢GS 20T 双离合燃情运动型, 2016年,7.1万公里, 到店服务, 8.00万
大众 途观 2013款 1.8TSI 自动四驱舒适版, 2013年,8.7万公里, 到店服务, 9.30万
大众 途昂 2017款 380TSI 四驱豪华版, 2018年,2.5万公里, 到店服务, 26.79万
奇瑞 艾瑞泽5 2016款 1.5L CVT领锐版, 2016年,5.0万公里, 到店服务, 4.28万
大众 朗逸 2015款 1.6L 自动风尚版, 2018年,4.7万公里, 到店服务, 6.98万
斯柯达 明锐 2016款 1.6L 自动智行版, 2015年,2.4万公里, 到店服务, 6.70万
本田CR-V 2010款 2.4L 自动四驱豪华版, 2010年,8.8万公里, 到店服务, 7.63万
福特 福克斯 2012款 两厢 1.6L 自动舒适型, 2014年,10.7万公里, 到店服务, 5.10万
大众 朗逸 2008款 1.6L 自动品雅版, 2010年,11.5万公里, 到店服务, 3.52万
奔驰C级 2011款 C 200 CGI 时尚型, 2012年,14.7万公里, 到店服务, 10.98万
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV, 2014年,5.2万公里, 到店服务, 7.43万
比亚迪G5 2014款 1.5TID 自动尊贵型, 2015年,7.1万公里, 到店服务, 4.47万
大众 帕萨特 2016款 280TSI DSG尊荣版, 2016年,8.0万公里, 到店服务, 11.43万
大众 帕萨特 2015款 1.8TSI DSG尊荣版, 2016年,5.6万公里, 到店服务, 11.59万
起亚 智跑 2012款 2.0L 自动两驱版NAVI, 2013年,8.1万公里, 到店服务, 6.58万
大众POLO 2014款 1.6L Cross POLO 自动, 2014年,3.8万公里, 到店服务, 5.68万
福特 福克斯 2012款 两厢 2.0L 自动豪华运动型, 2013年,10.0万公里, 到店服务, 4.89万
本田 飞度 2014款 1.5L LX CVT舒适型, 2016年,4.5万公里, 到店服务, 5.85万
大众POLO 2013款 1.6L 自动舒适版, 2013年,4.2万公里, 到店服务, 4.59万
日产 逍客 2012款 2.0XL 火 CVT 2WD, 2013年,3.2万公里, 到店服务, 6.42万
别克GL8 2014款 2.4L 经典版, 2014年,9.2万公里, 到店服务, 8.37万
大众 捷达 2015款 质惠版 1.6L 手动时尚型, 2016年,4.1万公里, 到店服务, 4.47万
大众 宝来 2015款 质惠版 1.6L 自动舒适型, 2016年,4.2万公里, 到店服务, 6.70万
长城C50 2013款 1.5T 手动精英型, 2014年,7.3万公里, 到店服务, 2.82万
别克 君威 2010款 1.6T 精英运动版, 2011年,9.3万公里, 到店服务, 4.47万
大众 速腾 2015款 230TSI 自动舒适型, 2016年,3.2万公里, 到店服务, 8.93万
陆风X7 2015款 2.0T 全景尊贵版, 2015年,4.8万公里, 到店服务, 5.07万
奥迪A4L 2018款 30周年年型 40 TFSI 进取型, 2017年,2.4万公里, 到店服务, 20.73万
奥迪Q3 2016款 30 TFSI 时尚型, 2017年,3.6万公里, 到店服务, 15.35万
奔驰C级 2018款 C 200 L 运动版, 2018年,2.1万公里, 到店服务, 26.03万
奔驰C级 2019款 C 180 L 时尚型运动版, 2019年,2.0万公里, 到店服务, 24.21万
起亚K5 2014款 2.0L 自动GL, 2015年,7.6万公里, 到店服务, 7.98万
别克 威朗 2019款 三厢 15S 自动进取型, 2019年,0.5万公里, 到店服务, 9.07万
WEY VV5 2017款 2.0T 超豪型, 2018年,3.2万公里, 到店服务, 10.22万
大众 途观L 2017款 380TSI 自动四驱豪华版, 2018年,4.1万公里, 到店服务, 20.07万
大众 高尔夫 2016款 230TSI 自动舒适型, 2017年,5.2万公里, 到店服务, 9.86万
雷克萨斯ES 2015款 200 精英版, 2018年,1.7万公里, 到店服务, 26.03万
奔驰C级 2019款 C 260 L 4MATIC 运动版, 2018年,1.7万公里, 到店服务, 29.37万
吉利 远景 2017款 1.5L 自动幸福版, 2017年,4.1万公里, 到店服务, 4.08万
比亚迪 宋MAX 2017款 1.5T 自动智联豪华型 7座, 2018年,2.4万公里, 到店服务, 7.51万
WEY VV5 2019款 升级款 2.0T 两驱超豪型 国V, 2019年,0.7万公里, 到店服务, 11.44万
奔驰GLC级 2017款 GLC 200 4MATIC, 2018年,4.0万公里, 到店服务, 29.37万
宝马5系 2018款 改款 530Li 领先型 豪华套装, 2018年,3.6万公里, 到店服务, 37.65万
宝马5系 2019款 530Li 尊享型 豪华套装, 2019年,1.4万公里, 到店服务, 42.77万
本田 思域 2016款 180TURBO CVT舒适版, 2017年,6.5万公里, 到店服务, 9.87万
大众 高尔夫 2017款 230TSI 自动舒适百万辆纪念版, 2017年,3.5万公里, 到店服务, 9.84万
雷克萨斯NX 2018款 300 全驱 锋尚版, 2019年,1.4万公里, 到店服务, 35.99万
丰田 凯美瑞 2018款 2.5G 豪华版, 2018年,4.1万公里, 到店服务, 17.94万
本田 雅阁 2013款 2.0L LX, 2014年,9.6万公里, 到店服务, 10.22万
奔驰GLA级AMG 2017款 改款 AMG GLA 45 4MATIC, 2018年,1.5万公里, 到店服务, 34.21万
宝马3系GT 2018款 320i 时尚型(进口), 2018年,4.9万公里, 到店服务, 28.20万
本田 雅阁 2018款 锐·混动 2.0L 锐领版 国V, 2019年,5.6万公里, 到店服务, 18.12万
荣威W5 2014款 1.8T 2WD 自动胜域特装版, 2014年,10.1万公里, 到店服务, 4.08万
宝马3系 2018款 320Li 领先型M运动套装, 2018年,6.0万公里, 到店服务, 24.88万
奔驰CLA级 2018款 CLA 220 4MATIC(进口), 2018年,3.7万公里, 到店服务, 24.18万
大众POLO 2016款 1.6L 自动舒适型, 2018年,2.5万公里, 到店服务, 7.33万
宝马3系 2018款 318Li, 2018年,2.0万公里, 到店服务, 22.21万
雷克萨斯ES 2013款 250 精英版, 2013年,10.2万公里, 到店服务, 17.84万
凯迪拉克XTS 2018款 28T 精英型, 2018年,6.9万公里, 到店服务, 20.19万
大众 夏朗 2018款 380TSI 旗舰型 7座(进口), 2019年,2.5万公里, 到店服务, 19.42万
奔驰C级 2017款 C 200 L, 2017年,3.4万公里, 到店服务, 25.28万
福特 福睿斯 2015款 1.5L 自动舒适型, 2016年,2.4万公里, 到店服务, 5.40万
马自达CX-4 2016款 2.0L 自动两驱蓝天活力版, 2017年,6.2万公里, 到店服务, 11.98万
日产 楼兰 2015款 2.5L XL 两驱智尚版, 2016年,8.0万公里, 到店服务, 15.50万
奥迪A3 2014款 Sportback 35 TFSI 自动时尚型, 2015年,5.2万公里, 到店服务, 11.15万
奔驰C级 2015款 C 200 L 运动型, 2014年,4.9万公里, 到店服务, 20.46万
日产 天籁 2016款 2.0L XE时尚版, 2017年,4.8万公里, 到店服务, 12.08万
标致308 2016款 1.6L 自动豪华版, 2017年,5.0万公里, 到店服务, 6.27万
宝马X3 2014款 xDrive20i X设计套装(进口), 2018年,3.5万公里, 到店服务, 29.06万
福特 翼虎 2013款 2.0L GTDi 四驱运动型, 2014年,7.5万公里, 店内直卖, 9.26万
大众 朗境 2014款 1.4TSI DSG, 2015年,6.4万公里, 店内直卖, 8.15万
日产 骐达 2016款 1.6L CVT智行版, 2016年,3.7万公里, 到店服务, 7.91万
吉利 远景X1 2017款 1.3L 自动乐趣版, 2017年,1.8万公里, 到店服务, 3.37万
别克 英朗 2017款 15N 自动进取型, 2017年,2.3万公里, 店内直卖, 6.29万
Jeep 大指挥官 2018款 2.0T 两驱进享版 国V, 2020年,0.7万公里, 店内直卖, 20.18万
比亚迪 速锐 2018款 1.5L 手动尊享型, 2017年,2.9万公里, 到店服务, 3.63万
斯柯达 明锐 2017款 1.6L 自动创行版, 2016年,5.0万公里, 到店服务, 6.87万
一汽 骏派A70 2016款 1.6L 手动技术型, 2017年,4.5万公里, 到店服务, 2.93万
奇瑞 瑞虎5 2014款 2.0L CVT家尊版, 2014年,4.0万公里, 店内直卖, 4.56万
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V, 2018年,2.6万公里, 店内直卖, 10.17万
马自达3星骋 2013款 两厢 1.6L 自动精英型, 2013年,6.9万公里, 店内直卖, 4.88万
Smart smart fortwo 2015款 1.0 MHD 新年特别版, 2015年,4.9万公里, 店内直卖, 5.72万
斯柯达 昕动 2016款 改款 1.6L 自动前行版, 2016年,3, , 5.64万
荣威eRX5 2017款 eRX5 50T 混动互联尊贵旗舰版, 2018年,0, , 15.80万
丰田 YARiS L 致炫 2014款 1.5G 自动炫动版, 2014年,4.4万公里, 店内直卖, 5.05万
本田 雅阁 2015款 2.0L LX 舒适版, 2016年,8, , 11.91万
斯柯达 柯米克 2018款 1.5L 自动舒适版 国V, 2019年,1, , 8.02万
本田 雅阁 2015款 2.0L LXS 精英版, 2015年,5.4万公里, 到店服务, 12.15万
雪铁龙C3-XR 2015款 1.6THP 自动先锋型, 2016年,3.4万公里, 到店服务, 6.53万
长安 悦翔 2018款 1.5L DCT舒适型 国V, 2018年,1.6万公里, 到店服务, 4.19万
大众 甲壳虫 2018款 180TSI 宜乐型(进口), 2018年,2.0万公里, 到店服务, 14.70万
标致408 2015款 1.2T 自动荣耀版, 2015年,6.5万公里, 店内直卖, 6.87万
雪佛兰 科帕奇 2017款 2.4L 四驱旗舰版 7座, 2017年,8.9万公里, 店内直卖, 10.07万
一汽 森雅R7 2016款 1.6L 手动豪华型, 2017年,6.5万公里, 到店服务, 3.48万
起亚K5新能源 2018款 2.0L 智享版, 2019年,, , 15.52万
Jeep 自由光 2016款 2.4L 领先版, 2016年,4.1万公里, 到店服务, 11.31万
别克 君威 2017款 30H 豪华型, 2018年,1, , 15.16万
长安商用 欧尚 2017款 1.5L 手动豪华型, 2018年,0.8万公里, 店内直卖, 4.30万
大众 朗逸 2017款 230TSI DSG舒适版, 2017年,7.7万公里, 到店服务, 8.37万
宝马X1 2013款 sDrive18i 时尚型, 2013年,6.7万公里, 到店服务, 11.63万
现代 瑞奕 2016款 1.4L 自动领先型GLX, 2016年,2.6万公里, 到店服务, 5.01万
江淮 瑞风S7 2017款 1.5T 自动舒适型, 2017年,4.7万公里, 到店服务, 6.19万
大众 途安 2013款 1.4T 手动风尚版5座, 2013年,5.3万公里, 店内直卖, 5.30万
本田 锋范经典 2012款 1.5L 手动精英版, 2013年,6.5万公里, 到店服务, 3.19万
哈弗H2 2016款 红标 1.5T 手动两驱豪华型, 2016年,4.3万公里, 到店服务, 5.25万
丰田 YARiS L 致享 2017款 1.5E CVT魅动版, 2017年,7, , 5.99万
大众 捷达 2013款 1.6L 自动舒适型, 2014年,5.1万公里, 店内直卖, 4.77万
哈弗H7 2017款 红标H7 2.0T 自动尊贵型, 2017年,7.1万公里, 到店服务, 9.01万
别克GL8 2017款 ES 28T 旗舰型 国V, 2018年,1.4万公里, 到店服务, 31.35万
奔驰C级 2017款 C 200 运动版, 2017年,4.0万公里, 到店服务, 23.07万
奔驰C级 2016款 C 180 L 运动型, 2016年,7.4万公里, 到店服务, 20.35万
奥迪Q3 2018款 30周年年型 35 TFSI 时尚型, 2018年,3.2万公里, 到店服务, 17.94万
哈弗H2 2017款 蓝标 1.5T 自动两驱豪华型, 2017年,0.8万公里, 到店服务, 6.57万
哈弗H9 2017款 2.0T 汽油四驱舒适型 5座, 2018年,2.3万公里, 到店服务, 16.56万
路虎 发现神行 2017款 2.0T HSE, 2017年,4.6万公里, 到店服务, 19.64万
传祺GM8 2018款 320T 尊贵版, 2018年,2.1万公里, 到店服务, 17.30万
奔驰E级 2016款 E 200 L 运动型, 2018年,3.8万公里, 到店服务, 32.57万
别克 威朗 2018款 三厢 15S 自动领先型, 2018年,2.0万公里, 到店服务, 8.36万
大众 凌渡 2018款 230TSI DSG风尚版, 2018年,1.4万公里, 到店服务, 11.15万
雷克萨斯IS 2013款 250 锋尚版, 2014年,6.0万公里, 到店服务, 20.60万
马自达CX-4 2016款 2.0L 自动两驱蓝天活力版, 2016年,9.9万公里, 到店服务, 10.59万
路虎 发现神行 2017款 2.0T HSE, 2017年,8.5万公里, 到店服务, 21.10万
大众 尚酷 2014款 1.4TSI 竞驰版(进口), 2014年,10.6万公里, 到店服务, 11.35万
别克 英朗 2018款 15T 双离合进取型 国V, 2018年,3.4万公里, 到店服务, 6.22万
宝马1系 118i 时尚型, 2018年,2.9万公里, 到店服务, 13.38万
雪佛兰 探界者 2018款 535T 自动驰界版, 2018年,2.8万公里, 到店服务, 11.63万
起亚 智跑 2016款 2.0L 自动两驱版GL, 2018年,4.2万公里, 到店服务, 9.84万
宝马5系 2018款 528Li 上市特别版, 2017年,5.3万公里, 到店服务, 34.23万
凯迪拉克XT5 2018款 25T 豪华型, 2019年,3.5万公里, 到店服务, 23.53万
雷克萨斯ES 2015款 200 精英版, 2016年,8.0万公里, 到店服务, 22.28万
本田 雅阁 2014款 2.0L LX 舒适版, 2015年,7.0万公里, 到店服务, 11.98万
大众 朗逸 2013款 改款经典 1.6L 手动风尚版, 2014年,8.6万公里, 到店服务, 4.92万
奔驰A级 2019款 A 200 L 运动轿车先行特别版, 2018年,0.8万公里, 到店服务, 22.96万
奔驰E级 2018款 E 300 L 运动豪华型, 2018年,4.2万公里, 到店服务, 37.20万
日产 逍客 2017款 2.0L CVT精英版 国V, 2017年,3.9万公里, 到店服务, 10.80万
吉利 帝豪 2018款 1.5L CVT向上互联版, 2018年,1.4万公里, 到店服务, 6.19万
丰田 卡罗拉 2016款 双擎 1.8L CVT先锋版, 2016年,11.5万公里, 到店服务, 9.01万
丰田 普拉多 2016款 2.7L 自动标准版, 2017年,4.4万公里, 到店服务, 35.23万
马自达 昂克赛拉 2016款 两厢 2.0L 自动旗舰型, 2016年,6.6万公里, 到店服务, 9.19万
铃木 锋驭 2014款 1.6L CVT两驱进取型, 2015年,7.8万公里, 到店服务, 6.51万
北京BJ20 2016款 1.5T CVT豪华型, 2016年,8.9万公里, 到店服务, 6.28万
雪佛兰 探界者 2017款 535T 自动驭界版, 2017年,4.5万公里, 到店服务, 11.52万
宝马3系 2017款 320Li M运动型, 2017年,4.6万公里, 到店服务, 23.36万
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V, 2018年,3.6万公里, 到店服务, 9.66万
日产 奇骏 2017款 2.0L CVT舒适版 2WD, 2018年,1.4万公里, 到店服务, 15.63万
吉利 帝豪GS 2018款 领潮版 1.4T 自动臻尚智联型, 2019年,0.8万公里, 到店服务, 7.98万
奔驰C级 2019款 C 180 L 时尚型运动版, 2019年,0.5万公里, 到店服务, 26.03万
长安CS35 2016款 1.6L 自动豪华型 国IV, 2016年,4.9万公里, 到店服务, 4.93万
别克 凯越 2011款 1.6LX-AT, 2012年,5.8万公里, 到店服务, 2.79万
别克 君越 2010款 3.0L旗舰版, 2011年,11.0万公里, 到店服务, 7.26万
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版, 2015年,9.4万公里, 到店服务, 7.43万
哈弗H1 2016款 改款 蓝标 1.5L AMT标准型, 2016年,5.6万公里, 到店服务, 3.85万
福特 蒙迪欧 2013款 1.5L GTDi180时尚型, 2013年,6.7万公里, 到店服务, 9.21万
标致2008 2014款 1.6L 自动潮流版, 2016年,4.0万公里, 到店服务, 6.05万
哈弗H6 2013款 升级版 1.5T 手动两驱精英型, 2014年,6.8万公里, 到店服务, 4.47万
标致3008 2015款 2.0L 自动经典版, 2016年,4.9万公里, 到店服务, 6.85万
斯柯达 速派 2016款 TSI280 DSG创行版, 2016年,6.0万公里, 到店服务, 9.12万
福特 福克斯 2012款 两厢 1.6L 手动风尚型, 2014年,8.3万公里, 到店服务, 3.91万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2017年,5.0万公里, 到店服务, 7.26万
雪铁龙C4L 2013款 1.6L 手动劲享版, 2015年,3.9万公里, 到店服务, 4.52万
传祺GS5 2012款 2.0L 手动两驱周年限量版, 2013年,5.9万公里, 到店服务, 3.53万
大众 桑塔纳 2013款 1.6L 手动舒适版, 2014年,5.4万公里, 到店服务, 4.00万
大众POLO 2016款 1.6L 自动舒适型, 2017年,1.5万公里, 到店服务, 6.68万
别克 英朗 2014款 XT 1.6L 自动时尚版, 2014年,3.5万公里, 到店服务, 5.70万
雪佛兰 科帕奇 2015款 2.4L 四驱旗舰版 7座, 2016年,5.2万公里, 到店服务, 8.64万
